setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,method,test_accuracy,test_loss,val_accuracy,val_loss,candidate_method,selector_method,selected_candidate_method,selected_primary_lift,selected_lift,selected_q_order,selected_depth,selected_prime_axis,selected_by_validation,control_gate_passed,selector_no_test_leakage,selector_epsilon,selector_epsilon_control,selector_loss_slack,pooling_threshold,lambda_branch,lambda_residual,best_fallback_val_accuracy,best_fallback_val_loss,best_fallback_test_accuracy,best_fallback_test_loss,residual_source,relation_set_id,aggregation_level,q_order,q_name,primary_type,primary_depth,prime_axis,is_prime_headline,is_depth_control,is_mixed_control,v_p_observed_order,eligible_by_observed_primary_depth,candidate_role,divides_primary_source,quotient_certified,relation_count,relation_count_status,relation_violation_rate,quotient_holonomy_nontrivial_rate,quotient_holonomy_entropy,quotient_assignment_confidence,pooling_residual_q,source_method,uses_validation_data,uses_test_data_for_selection,reason,implemented_real_lift,validation_accuracy,validation_loss,branch_count,capacity_multiplier,parameter_multiplier,inference_multiplier,is_single_model,is_extra_capacity,capacity_matched_to_same_branch_control,lift_implemented,unique_triangle_count,unique_holonomy_count,observed_holonomy_order_lcm,v2_observed_order,v3_observed_order,primary_source,group_closure_status,group_order_if_exact,group_exponent_if_exact,v2_group_order_if_exact,v3_group_order_if_exact,v2_group_exponent_if_exact,v3_group_exponent_if_exact,noncentral_holonomy_score,controlled_true_q,threshold_profile,activation_eligible_threshold_profile,relation_threshold,nontrivial_threshold,entropy_threshold,quotient_fit_status,assignment_strategy,quotient_status,naive_residual_q,naive_residual_q_max,pooling_residual_q_max,pooling_gate_passed,best_fallback_validation_accuracy,selection_score,best_random_same_branch_val_accuracy,best_wrong_prime_or_depth_val_accuracy
mnist_mlp_N4_W128_input_noise_monomial_weight,mnist_mlp_N4_W128_input_noise_monomial_weight_seed4205,mnist,mlp,4.0,128.0,input_noise,monomial_weight,4205.0,greedy_soup,0.908,0.3235571250915527,0.9225,0.2442321577072143,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9225,0.2442321577072143,0.908,0.3235571250915527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_input_noise_monomial_weight,mnist_mlp_N4_W128_input_noise_monomial_weight_seed4206,mnist,mlp,4.0,128.0,input_noise,monomial_weight,4206.0,greedy_soup,0.9085,0.3161575756072998,0.9315,0.2379446907043457,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9315,0.2379446907043457,0.9085,0.3161575756072998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_input_noise_monomial_weight,mnist_mlp_N4_W128_input_noise_monomial_weight_seed4207,mnist,mlp,4.0,128.0,input_noise,monomial_weight,4207.0,greedy_soup,0.9055,0.3231730442047119,0.9245,0.2449875040054321,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9245,0.2449875040054321,0.9055,0.3231730442047119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_input_noise_monomial_weight,mnist_mlp_N4_W128_input_noise_monomial_weight_seed4208,mnist,mlp,4.0,128.0,input_noise,monomial_weight,4208.0,greedy_soup,0.908,0.3224326248168945,0.9275,0.2454433460235595,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9275,0.2454433460235595,0.908,0.3224326248168945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_input_noise_monomial_weight,mnist_mlp_N4_W128_input_noise_monomial_weight_seed4209,mnist,mlp,4.0,128.0,input_noise,monomial_weight,4209.0,greedy_soup,0.907,0.3181633024215698,0.9305,0.2372627038955688,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9305,0.2372627038955688,0.907,0.3181633024215698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_input_noise_monomial_weight,mnist_mlp_N4_W128_input_noise_monomial_weight_seed4210,mnist,mlp,4.0,128.0,input_noise,monomial_weight,4210.0,greedy_soup,0.9155,0.3065578241348267,0.935,0.2243913927078247,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.935,0.2243913927078247,0.9155,0.3065578241348267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_input_noise_monomial_weight,mnist_mlp_N4_W128_input_noise_monomial_weight_seed4211,mnist,mlp,4.0,128.0,input_noise,monomial_weight,4211.0,greedy_soup,0.9085,0.3192403163909912,0.9295,0.2394311828613281,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9295,0.2394311828613281,0.9085,0.3192403163909912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_input_noise_monomial_weight,mnist_mlp_N4_W128_input_noise_monomial_weight_seed4212,mnist,mlp,4.0,128.0,input_noise,monomial_weight,4212.0,greedy_soup,0.9085,0.3189163722991943,0.9265,0.2395456485748291,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9265,0.2395456485748291,0.9085,0.3189163722991943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_input_noise_monomial_weight,mnist_mlp_N4_W128_input_noise_monomial_weight_seed4213,mnist,mlp,4.0,128.0,input_noise,monomial_weight,4213.0,greedy_soup,0.9095,0.322434965133667,0.9245,0.2430936365127563,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9245,0.2430936365127563,0.9095,0.322434965133667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_input_noise_monomial_weight,mnist_mlp_N4_W128_input_noise_monomial_weight_seed4214,mnist,mlp,4.0,128.0,input_noise,monomial_weight,4214.0,greedy_soup,0.9085,0.3225704412460327,0.9295,0.2452171907424926,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9295,0.2452171907424926,0.9085,0.3225704412460327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_input_noise_monomial_weight,mnist_mlp_N4_W128_input_noise_monomial_weight_seed4215,mnist,mlp,4.0,128.0,input_noise,monomial_weight,4215.0,greedy_soup,0.91,0.3045756769180298,0.9335,0.229937515258789,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9335,0.229937515258789,0.91,0.3045756769180298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_input_noise_monomial_weight,mnist_mlp_N4_W128_input_noise_monomial_weight_seed4216,mnist,mlp,4.0,128.0,input_noise,monomial_weight,4216.0,greedy_soup,0.909,0.3234356832504272,0.9265,0.2447614002227783,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9265,0.2447614002227783,0.909,0.3234356832504272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_input_noise_monomial_weight,mnist_mlp_N4_W128_input_noise_monomial_weight_seed4217,mnist,mlp,4.0,128.0,input_noise,monomial_weight,4217.0,greedy_soup,0.911,0.3118158779144287,0.929,0.2338421411514282,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.929,0.2338421411514282,0.911,0.3118158779144287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_input_noise_monomial_weight,mnist_mlp_N4_W128_input_noise_monomial_weight_seed4218,mnist,mlp,4.0,128.0,input_noise,monomial_weight,4218.0,greedy_soup,0.9115,0.3148071279525757,0.9315,0.235338095664978,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9315,0.235338095664978,0.9115,0.3148071279525757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_input_noise_monomial_weight,mnist_mlp_N4_W128_input_noise_monomial_weight_seed4219,mnist,mlp,4.0,128.0,input_noise,monomial_weight,4219.0,greedy_soup,0.9055,0.3297947568893433,0.926,0.2531460046768188,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.926,0.2531460046768188,0.9055,0.3297947568893433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_input_noise_monomial_weight,mnist_mlp_N4_W128_input_noise_monomial_weight_seed4220,mnist,mlp,4.0,128.0,input_noise,monomial_weight,4220.0,greedy_soup,0.9085,0.3214129648208618,0.9225,0.2441646890640258,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9225,0.2441646890640258,0.9085,0.3214129648208618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_input_noise_monomial_weight,mnist_mlp_N4_W128_input_noise_monomial_weight_seed4221,mnist,mlp,4.0,128.0,input_noise,monomial_weight,4221.0,greedy_soup,0.908,0.3222509098052978,0.9265,0.2392845840454101,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9265,0.2392845840454101,0.908,0.3222509098052978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_input_noise_monomial_weight,mnist_mlp_N4_W128_input_noise_monomial_weight_seed4222,mnist,mlp,4.0,128.0,input_noise,monomial_weight,4222.0,greedy_soup,0.9105,0.3181506214141846,0.928,0.2402630567550659,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.928,0.2402630567550659,0.9105,0.3181506214141846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_input_noise_monomial_weight,mnist_mlp_N4_W128_input_noise_monomial_weight_seed4223,mnist,mlp,4.0,128.0,input_noise,monomial_weight,4223.0,greedy_soup,0.91,0.3180344839096069,0.9265,0.2397756986618042,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9265,0.2397756986618042,0.91,0.3180344839096069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_input_noise_monomial_weight,mnist_mlp_N4_W128_input_noise_monomial_weight_seed4224,mnist,mlp,4.0,128.0,input_noise,monomial_weight,4224.0,greedy_soup,0.9095,0.31858957862854,0.9285,0.2446569862365722,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9285,0.2446569862365722,0.9095,0.31858957862854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_input_noise_monomial_weight,mnist_mlp_N4_W128_input_noise_monomial_weight_seed4225,mnist,mlp,4.0,128.0,input_noise,monomial_weight,4225.0,greedy_soup,0.907,0.324920280456543,0.9255,0.2452775344848632,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9255,0.2452775344848632,0.907,0.324920280456543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_input_noise_monomial_weight,mnist_mlp_N4_W128_input_noise_monomial_weight_seed4226,mnist,mlp,4.0,128.0,input_noise,monomial_weight,4226.0,greedy_soup,0.906,0.3197408409118652,0.9275,0.2387053899765014,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9275,0.2387053899765014,0.906,0.3197408409118652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_input_noise_monomial_weight,mnist_mlp_N4_W128_input_noise_monomial_weight_seed4227,mnist,mlp,4.0,128.0,input_noise,monomial_weight,4227.0,greedy_soup,0.909,0.3187433795928955,0.928,0.2387525577545166,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.928,0.2387525577545166,0.909,0.3187433795928955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_input_noise_monomial_weight,mnist_mlp_N4_W128_input_noise_monomial_weight_seed4228,mnist,mlp,4.0,128.0,input_noise,monomial_weight,4228.0,greedy_soup,0.9105,0.3205058450698853,0.9275,0.2407984094619751,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9275,0.2407984094619751,0.9105,0.3205058450698853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_input_noise_monomial_weight,mnist_mlp_N4_W128_input_noise_monomial_weight_seed4229,mnist,mlp,4.0,128.0,input_noise,monomial_weight,4229.0,greedy_soup,0.9065,0.3234673528671264,0.925,0.2487681970596313,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.925,0.2487681970596313,0.9065,0.3234673528671264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_none_monomial_activation,mnist_mlp_N4_W128_none_monomial_activation_seed4200,mnist,mlp,4.0,128.0,none,monomial_activation,4200.0,greedy_soup,0.917,0.2857821063995361,0.9385,0.2044390783309936,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9385,0.2044390783309936,0.917,0.2857821063995361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_none_monomial_activation,mnist_mlp_N4_W128_none_monomial_activation_seed4201,mnist,mlp,4.0,128.0,none,monomial_activation,4201.0,greedy_soup,0.911,0.3034622430801391,0.937,0.2188896808624267,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.937,0.2188896808624267,0.911,0.3034622430801391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_none_monomial_activation,mnist_mlp_N4_W128_none_monomial_activation_seed4202,mnist,mlp,4.0,128.0,none,monomial_activation,4202.0,greedy_soup,0.912,0.2942356719970703,0.936,0.2109912014007568,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.936,0.2109912014007568,0.912,0.2942356719970703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_none_monomial_activation,mnist_mlp_N4_W128_none_monomial_activation_seed4203,mnist,mlp,4.0,128.0,none,monomial_activation,4203.0,greedy_soup,0.9135,0.3041369152069091,0.9315,0.2252339859008789,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9315,0.2252339859008789,0.9135,0.3041369152069091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_none_monomial_activation,mnist_mlp_N4_W128_none_monomial_activation_seed4204,mnist,mlp,4.0,128.0,none,monomial_activation,4204.0,greedy_soup,0.911,0.2943673963546753,0.9355,0.2106433916091919,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9355,0.2106433916091919,0.911,0.2943673963546753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_none_monomial_activation,mnist_mlp_N4_W128_none_monomial_activation_seed4205,mnist,mlp,4.0,128.0,none,monomial_activation,4205.0,greedy_soup,0.915,0.2993853797912598,0.935,0.2197735319137573,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.935,0.2197735319137573,0.915,0.2993853797912598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_none_monomial_activation,mnist_mlp_N4_W128_none_monomial_activation_seed4206,mnist,mlp,4.0,128.0,none,monomial_activation,4206.0,greedy_soup,0.9135,0.300518364906311,0.9335,0.2181177034378051,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9335,0.2181177034378051,0.9135,0.300518364906311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_none_monomial_activation,mnist_mlp_N4_W128_none_monomial_activation_seed4207,mnist,mlp,4.0,128.0,none,monomial_activation,4207.0,greedy_soup,0.915,0.2946534843444824,0.9365,0.2134947242736816,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9365,0.2134947242736816,0.915,0.2946534843444824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_none_monomial_activation,mnist_mlp_N4_W128_none_monomial_activation_seed4208,mnist,mlp,4.0,128.0,none,monomial_activation,4208.0,greedy_soup,0.911,0.3046429033279419,0.9325,0.2240411338806152,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9325,0.2240411338806152,0.911,0.3046429033279419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_none_monomial_activation,mnist_mlp_N4_W128_none_monomial_activation_seed4209,mnist,mlp,4.0,128.0,none,monomial_activation,4209.0,greedy_soup,0.9115,0.2941296434402465,0.939,0.2104121303558349,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.939,0.2104121303558349,0.9115,0.2941296434402465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_none_monomial_activation,mnist_mlp_N4_W128_none_monomial_activation_seed4210,mnist,mlp,4.0,128.0,none,monomial_activation,4210.0,greedy_soup,0.9155,0.2920517311096191,0.936,0.2090580549240112,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.936,0.2090580549240112,0.9155,0.2920517311096191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_none_monomial_activation,mnist_mlp_N4_W128_none_monomial_activation_seed4211,mnist,mlp,4.0,128.0,none,monomial_activation,4211.0,greedy_soup,0.9125,0.2985569591522217,0.9345,0.2185760536193847,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9345,0.2185760536193847,0.9125,0.2985569591522217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_none_monomial_activation,mnist_mlp_N4_W128_none_monomial_activation_seed4212,mnist,mlp,4.0,128.0,none,monomial_activation,4212.0,greedy_soup,0.9105,0.3060414848327636,0.935,0.2230797634124756,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.935,0.2230797634124756,0.9105,0.3060414848327636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_none_monomial_activation,mnist_mlp_N4_W128_none_monomial_activation_seed4213,mnist,mlp,4.0,128.0,none,monomial_activation,4213.0,greedy_soup,0.911,0.3007856216430664,0.9355,0.2187289533615112,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9355,0.2187289533615112,0.911,0.3007856216430664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_none_monomial_activation,mnist_mlp_N4_W128_none_monomial_activation_seed4214,mnist,mlp,4.0,128.0,none,monomial_activation,4214.0,greedy_soup,0.913,0.2992565841674804,0.9335,0.2143264255523681,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9335,0.2143264255523681,0.913,0.2992565841674804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_none_monomial_activation,mnist_mlp_N4_W128_none_monomial_activation_seed4215,mnist,mlp,4.0,128.0,none,monomial_activation,4215.0,greedy_soup,0.9135,0.2982030162811279,0.934,0.2179877271652221,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.934,0.2179877271652221,0.9135,0.2982030162811279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_none_monomial_activation,mnist_mlp_N4_W128_none_monomial_activation_seed4216,mnist,mlp,4.0,128.0,none,monomial_activation,4216.0,greedy_soup,0.9125,0.3007433557510376,0.9335,0.2194855318069458,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9335,0.2194855318069458,0.9125,0.3007433557510376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_none_monomial_activation,mnist_mlp_N4_W128_none_monomial_activation_seed4217,mnist,mlp,4.0,128.0,none,monomial_activation,4217.0,greedy_soup,0.909,0.2979057626724243,0.9355,0.2159036483764648,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9355,0.2159036483764648,0.909,0.2979057626724243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_none_monomial_activation,mnist_mlp_N4_W128_none_monomial_activation_seed4218,mnist,mlp,4.0,128.0,none,monomial_activation,4218.0,greedy_soup,0.913,0.2992526884078979,0.935,0.2174047832489013,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.935,0.2174047832489013,0.913,0.2992526884078979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_none_monomial_activation,mnist_mlp_N4_W128_none_monomial_activation_seed4219,mnist,mlp,4.0,128.0,none,monomial_activation,4219.0,greedy_soup,0.9115,0.2995074014663696,0.9355,0.2141051435470581,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.9355,0.2141051435470581,0.9115,0.2995074014663696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N4_W128_none_monomial_activation,mnist_mlp_N4_W128_none_monomial_activation_seed4220,mnist,mlp,4.0,128.0,none,monomial_activation,4220.0,greedy_soup,0.9125,0.3053450775146484,0.934,0.224864384651184,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.005,1e-08,0.001,0.01,0.934,0.224864384651184,0.9125,0.3053450775146484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
